#TI Threads vs. simulation time N^2=128^2, DT=50, A=0
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	52.942491	151.376728	183.322551	548.685617	150.708735	0.955182	0.991336	0.952281	0.994529	1.632197	1.696001	1.64014	1.705299	3.054237	3.150351	3.010066	3.170549	5.832309	6.056298	5.790702	6.011028	11.419563	11.592593	11.231755	11.674508	22.582258	23.033447	22.48115	22.972193	87.740041	90.906746	88.31439	90.588745	349.183839	363.941561	348.561217	365.791904
2	35.746193	113.843743	166.07372	323.913138	133.67878	0.581342	0.714474	0.577841	0.692652	0.996268	1.199782	1.001404	1.194227	1.853823	2.193935	1.818364	2.164166	3.51918	4.221074	3.479587	4.166123	6.795992	8.363193	6.943669	8.172002	13.332647	16.138285	13.468201	16.126496	52.760901	64.463419	52.499521	65.210564	209.422263	260.874801	210.991445	252.967072
4	24.935406	89.567037	127.9483	205.14014	106.260403	0.354595	0.513948	0.368677	0.509769	0.600364	0.87754	0.627694	0.883343	1.08061	1.599887	1.138868	1.633224	2.08533	3.072193	2.171308	3.071192	5.179038	6.420531	4.120644	6.153834	8.176184	11.799439	8.190254	12.688089	32.236909	47.219422	32.434304	46.647261	151.95963	191.226972	127.669948	185.429506
8	17.210344	87.022786	129.024845	158.026429	104.473376	0.27092	0.469617	0.270224	0.486146	0.440087	0.809295	0.432556	0.824546	0.803213	1.526162	0.732409	1.54148	1.463677	2.93937	1.548348	2.832441	2.883665	5.596908	2.955015	5.594378	5.657868	11.05177	5.646158	12.033557	22.562546	48.339141	22.239305	54.859796	89.546664	174.460502	89.997618	175.236169
12	22.912352	119.190354	176.303345	176.939544	144.63551	0.228462	0.613651	0.234697	0.621103	0.331946	1.057256	0.351292	1.191087	0.558927	1.960848	0.674156	2.156971	1.172754	3.691148	1.015884	3.803674	2.245362	7.261002	1.950086	7.257369	4.325999	14.396518	3.69454	14.282808	14.080566	56.566995	13.750511	59.566116	56.253143	255.051802	56.947595	226.570889
16	26.507609	142.356804	181.834524	195.899376	151.228038	0.219173	0.776848	0.220189	0.748278	0.376381	1.327138	0.327302	1.257916	0.508626	2.364393	0.524955	2.551592	0.915765	4.425389	1.25617	4.614447	1.672277	8.745918	1.689535	8.643474	3.200331	17.995031	3.194865	17.382674	12.445052	69.242211	12.382145	66.692466	49.984931	273.139946	48.010635	272.946325
