#TI Threads vs. simulation time N^2=64^2, DT=50, A=0
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	6.984681	7.639136	8.543498	54.94903	6.986623	0.219851	0.229547	0.26355	0.232692	0.378218	0.392137	0.381357	0.424509	0.693071	0.721777	0.69754	0.72471	1.326982	1.388877	1.364225	1.410811	2.616235	2.711809	2.578027	2.727283	5.117782	5.399518	5.10273	5.357886	20.390879	21.362948	20.333092	21.182075	59.819021	64.494556	59.820191	64.312663
2	5.408623	5.063232	6.577366	29.403251	5.403755	0.134478	0.170543	0.136001	0.169118	0.22981	0.294749	0.228413	0.328839	0.418674	0.538377	0.447241	0.711735	0.854145	1.036958	0.845331	1.081537	1.565584	2.020759	1.575974	2.124826	3.125549	4.017251	3.09104	4.038727	12.355434	15.768022	12.300032	15.958699	46.377657	47.375641	46.806064	44.449848
4	4.130172	3.751446	4.962366	17.006101	4.139657	0.075194	0.138303	0.074654	0.139977	0.126582	0.239628	0.129655	0.238304	0.231519	0.440138	0.230551	0.469098	0.453838	0.843521	0.448693	0.833161	0.856213	1.644671	0.841762	1.655771	2.356779	3.220763	1.693202	3.241272	6.859725	13.023195	6.597559	12.795179	24.91747	34.394568	25.530495	34.446852
8	4.170186	3.84116	5.044261	11.851133	4.081605	0.050637	0.141126	0.049698	0.163422	0.101057	0.278743	0.091585	0.338975	0.149148	0.518047	0.13152	0.635631	0.239814	0.90786	0.240721	1.256956	0.489112	2.046927	0.51415	1.770039	0.859096	3.579093	0.979709	3.547418	3.917729	14.080734	3.759436	13.734177	14.170477	34.308744	14.271087	33.793715
12	11.671776	5.947738	14.000513	13.723219	11.194458	0.055062	0.225802	0.055421	0.214529	0.082216	0.418972	0.091743	0.33943	0.138626	0.725321	0.13124	0.772195	0.228147	1.335945	0.238215	1.489961	0.369086	3.0499	0.397081	2.920787	0.766246	4.951044	0.814	5.330698	2.99859	20.335038	3.730042	20.482487	10.475707	48.007808	10.326551	60.133476
16	9.059732	8.413723	10.53421	10.688124	9.131796	0.057986	0.258006	0.056971	0.217658	0.086414	0.346396	0.082399	0.53628	0.126878	0.671576	x	1.095838	0.191144	1.25805	0.201878	2.198017	0.391597	2.435385	0.372028	2.467803	0.724746	5.094197	0.677847	8.700161	2.566545	32.596912	2.578163	18.303092	11.313388	84.554324	9.848001	42.687519
