#TI Threads vs. simulation time N^2=128^2, DT=50, A=2
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	50.975874	58.973509	62.044806	427.352979	51.059961	0.708633	0.763697	0.70678	0.758548	1.207914	1.306318	1.224824	1.312047	2.245365	2.382878	2.253223	2.376872	4.227661	4.600481	4.232829	4.588879	8.283784	8.858832	8.276831	8.919357	16.296482	17.686856	16.746292	17.686774	65.016248	69.934736	64.867621	69.380833	257.643492	280.01782	258.713331	276.311256
2	33.11073	32.065365	38.207295	218.255362	31.834432	0.366295	0.49066	0.363464	0.495858	0.814897	0.853618	0.617663	0.851042	1.129976	1.536288	1.142399	1.525641	2.16482	2.95154	2.173589	2.944121	4.214887	5.723812	4.158931	5.724901	8.463452	11.326526	8.335314	11.514315	32.650926	44.720054	32.696888	45.440942	134.973794	178.460286	131.701101	179.108527
4	17.816401	20.192786	21.559853	118.430594	17.972077	0.209596	0.373761	0.209421	0.375708	0.353819	0.591223	0.350827	0.621328	0.633805	1.083894	0.652372	1.23044	1.203207	2.09367	1.215541	2.354286	2.393403	4.03484	2.375414	4.053543	4.552579	7.950864	4.586168	7.966661	17.926665	32.200096	19.639998	31.435397	71.510761	128.12653	71.558906	143.49362
8	14.628688	20.769586	17.89662	72.123965	14.53047	0.210971	0.314057	0.207876	0.329622	0.338498	0.570569	0.331189	0.555381	0.583609	0.988083	0.590636	1.007466	1.086586	1.916196	1.121125	1.928576	2.105016	3.71176	2.082459	3.697257	4.063974	7.497375	4.034371	7.22996	16.194341	31.915354	16.089173	28.286343	69.534407	114.248647	64.371285	114.12722
12	22.044822	21.282599	26.415003	67.615614	22.045886	0.170825	0.392468	0.160318	0.439353	0.280464	0.648517	0.26251	0.647238	0.406532	1.135877	0.445579	1.175265	0.723584	2.286819	0.718088	2.228594	1.327183	4.213641	1.322985	4.250047	2.545584	8.500016	2.536612	8.748462	9.836557	33.746159	9.880567	31.9237	39.368286	128.757651	38.532262	126.868927
16	22.968314	31.174245	27.015817	49.552322	23.48008	0.147396	0.481192	0.147181	0.467139	0.224201	0.788126	0.216719	0.745728	0.371566	1.439264	0.360375	1.330549	0.648867	2.353671	0.665695	2.761189	1.281809	5.349801	1.250493	5.16881	2.434255	12.287586	2.314756	10.26271	8.584048	43.046204	8.650618	39.637507	37.060902	156.218392	35.566704	162.208521
