#TI Threads vs. simulation time N^2=64^2, DT=50, A=2
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	6.284275	7.433457	7.74242	52.996483	6.329928	0.159904	0.173052	0.159762	0.1886	0.275262	0.2963	0.274493	0.328772	0.504976	0.54232	0.503419	0.547809	0.963109	1.037756	0.96547	1.063953	1.8837	2.029795	1.934883	2.04435	3.705277	3.999455	3.742506	4.020775	14.696239	15.778225	14.743709	15.805322	58.568926	62.892346	58.790675	63.246068
2	4.671754	4.767792	5.549247	28.348564	4.614037	0.082861	0.147524	0.083286	0.119286	0.14028	0.205312	0.139548	0.217194	0.255279	0.421208	0.256049	0.375328	0.48442	0.717922	0.486848	0.716533	0.953998	1.393256	0.975123	1.394138	1.873442	2.755361	1.879705	2.784745	7.41128	10.921097	7.471139	10.856015	29.545744	43.444337	30.541187	43.61489
4	3.427453	3.478559	4.052984	16.227794	3.351279	0.04446	0.115921	0.044584	0.091713	0.101667	0.158433	0.074283	0.157858	0.134129	0.289468	0.133923	0.287072	0.253544	0.548922	0.253583	0.57527	0.494772	1.075184	0.511805	1.075599	0.971253	2.119893	1.316362	2.153518	3.844431	8.438151	3.836824	8.45289	15.370221	42.874801	15.338083	33.438735
8	3.352417	3.379412	3.98813	11.266436	3.2939	0.03037	0.088655	0.035652	0.14191	0.046504	0.151182	0.054836	0.147501	0.079473	0.281637	0.093441	0.296726	0.143837	0.527035	0.233044	0.550082	0.273442	1.043059	0.366795	1.051171	0.542038	2.059746	0.53775	2.072092	2.663475	12.615945	2.064264	8.216452	10.702574	33.076621	8.201748	32.604112
12	8.130703	5.295462	9.553029	21.573745	8.042456	0.032245	0.12901	0.031137	0.138942	0.045463	0.225262	0.049596	0.209116	0.072854	0.410707	0.077629	0.410322	0.156319	0.706464	0.129408	0.794385	0.22277	1.522817	0.251039	1.562249	0.406418	3.007856	0.385258	2.960775	1.422703	11.81369	1.420834	11.525176	5.572714	46.554507	7.163696	46.849247
16	7.176767	8.272057	8.38732	10.197707	6.956454	0.033523	0.12267	0.030363	0.180396	0.048013	0.222226	0.046242	0.212975	0.073681	0.378199	0.073791	0.409715	0.12818	0.686786	0.131225	0.711445	0.218284	1.477114	0.209687	1.351046	0.43392	2.56677	0.418374	2.636947	1.475276	10.270036	1.403095	10.58156	5.294033	41.277968	5.197313	40.69551
