#TI Threads vs. simulation time N^2=256^2, DT=50, A=0
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	1206.256769	1153.291038	1502.464208	4322.707081	1167.266161	4.563065	4.856941	4.633715	4.949438	7.760645	8.063254	7.969118	8.143921	14.661273	15.161704	14.630092	15.163411	27.600108	28.273359	27.789938	28.753175	54.164442	55.385415	56.418418	56.17493	108.277672	110.764879	108.389029	110.225809	428.570862	435.763038	427.33899	439.088315	1705.711869	1768.976949	1709.536872	1747.938054
2	873.340351	791.995694	1059.256421	2457.027154	842.571375	2.949235	3.246077	3.107626	3.256475	5.048127	5.20022	5.194896	5.460691	9.262929	9.887802	9.51564	10.190381	17.954288	18.99837	18.163597	19.50082	35.299733	37.324814	36.148855	37.614208	69.270752	74.394835	66.23256	74.685818	251.810456	294.860663	261.312594	292.670701	1006.661856	1165.082561	1010.812057	1165.965966
4	610.202964	564.610838	732.716564	1447.990016	598.322534	1.741753	2.551269	1.830857	2.414899	2.938489	4.098106	3.088073	4.108489	5.533917	7.387379	5.631075	7.586139	10.369252	14.268523	10.783592	14.538285	20.409605	32.151207	20.846089	28.411755	40.003024	56.05566	41.333291	56.176819	156.714762	219.19493	158.664586	219.011718	602.861406	1029.942791	602.638917	869.847257
8	525.344117	487.683796	617.412428	997.79062	519.449782	1.442438	2.056389	1.528286	2.408219	2.637887	3.582617	2.613613	3.687442	4.641553	7.161341	4.325202	6.765911	8.760484	13.645179	8.693858	14.59541	16.822767	28.152333	16.188111	28.343818	32.551713	49.020777	35.700041	48.583086	134.074488	223.545103	132.893548	222.17379	539.344966	901.519717	522.521645	898.763667
12	746.980212	675.957237	912.886869	1035.278453	761.62634	1.259509	2.342334	1.147072	2.293155	1.917349	4.542831	2.010346	4.388023	3.064791	7.431888	3.157261	7.299941	5.68629	14.188843	5.662107	16.099903	12.274134	27.797611	10.772192	27.348388	24.594764	62.447367	21.940649	61.991094	82.208786	218.744887	83.271192	215.03016	356.309561	873.896292	331.640631	846.462426
16	948.567191	779.605206	988.228628	1157.217492	864.953309	0.988339	2.672001	1.036149	3.017171	1.564743	5.285031	1.573292	4.685443	2.623265	9.083503	2.657929	8.558923	4.662101	18.635421	4.626748	17.137218	9.253083	32.90491	9.05118	33.525354	17.515897	66.369009	17.905399	68.677103	70.118284	251.39801	68.659769	312.223731	274.555316	991.467862	273.145884	1036.944609
