#TI Threads vs. simulation time N^2=256^2, DT=50, A=1
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	487.128735	506.221336	566.58329	3387.023101	439.828315	3.276412	3.52023	3.337049	3.549786	5.672839	6.025553	5.782702	6.191397	10.21412	11.315583	10.519771	11.864471	20.076096	21.471695	19.954579	23.172419	38.39617	41.203134	38.377894	42.695077	75.070599	80.739587	75.522248	80.454008	297.036492	316.816351	298.981983	318.468305	1181.89835	1267.863948	1183.519245	1267.341603
2	238.617638	288.034888	302.878761	1790.813558	242.756759	1.931427	2.314898	1.948097	2.442078	3.317221	3.948065	3.310623	4.024659	6.061471	7.224402	6.053141	7.26839	11.510103	14.072498	11.511408	13.9443	22.563385	28.387174	22.580567	26.483571	44.12292	52.522788	44.28383	52.147417	174.82909	213.029296	174.945361	209.09735	697.958953	827.267352	699.602922	825.899832
4	135.812536	156.69823	176.871981	919.249262	136.31735	1.307708	1.858702	1.352191	1.955014	2.246682	2.943483	2.240617	3.141472	3.939366	5.359481	3.976805	6.028494	7.76846	10.5003	7.551212	11.652675	14.510508	19.770931	16.704902	20.094785	28.703647	49.119998	29.01656	44.860936	114.035469	161.254783	136.456622	155.604435	441.752317	633.36683	447.974686	637.151515
8	84.851031	105.369972	119.564498	532.913643	86.085842	1.452817	1.522613	1.429742	1.597203	2.432783	2.617937	2.409728	2.613333	4.375935	5.154477	4.383632	4.993477	8.391409	9.600411	8.272386	9.404175	16.19875	17.191815	16.156345	17.853558	32.093681	35.740621	31.906121	35.435137	133.844004	147.311697	129.504042	141.155995	518.324552	575.421566	507.181609	558.096217
12	99.939544	104.169333	118.831492	714.052491	99.456475	0.947578	1.602421	1.019919	1.673966	1.659853	2.707171	1.463262	3.108305	2.891687	5.494113	2.627032	5.652639	5.240435	10.535429	4.989462	11.107237	9.069619	19.708838	10.47579	19.404639	18.707613	38.490504	18.513772	42.612504	69.654121	152.453728	79.155197	170.166683	304.71964	593.109913	304.968117	663.111356
16	94.988929	82.885817	147.026277	438.442997	84.952763	1.044972	1.631784	1.026891	1.635957	1.667081	2.90831	1.675152	2.793665	2.768394	5.200976	2.757104	4.870834	5.28254	10.302464	5.254421	10.661789	10.29493	18.902635	10.133797	20.580586	19.744431	40.042182	18.802214	38.353495	80.342516	213.445919	78.604637	143.444751	324.071517	596.035938	309.539056	727.046786
