# max_error 0.0000000000000000000000000000000000000000692709274068833458946217310188831297663360869453569462330301473526741049244312182879812928259781997254322445045848405105405407987750973125205184421213417300248794430247261451612571
# max_error_in_float 6.92709274069e-41
# max_error_double_precision 0.00024709070049322434670102666132152080535888671875
# max_error_double_precision_in_float 0.000247090700493
# N 257
# function_name phi0
# function_scaling 1.0
# basis_function_name rationalcplx
# basis_function_spacing 0.2
# basis_function_scaling 1.0
# basis_function_rat_shift 4.339869116149287719963467679917812347412109375
# optimizer_method None
# optimizer_vars 
# optimizer_epsilon None
# optimizer_minimizeeps None
# gen_mainsetup None
# gen_os_samples_per_unit 11
# gen_os_samples_per_unit_central None
# gen_os_min -24.0292036732051033807686783083602485579014153003124470895125277038460917968568955006859825873289414660089259567433588466764530776952247088841373202959357594412748579486490307394472
# gen_os_max 24.0292036732051033807686783083602485579014153003124470895125277038460917968568955006859825873289414660089259567433588466764530776952247088841373202959357594412748579486490307394472
# gen_solver_method pseudo_inverse
# test_samples_per_unit 111
# test_min -22.4584073464102067615373566167204971158028306006248941790250554076921835937137910013719651746578829320178519134867176933529061553904494177682746405918715188825497158972980614788944
# test_max 22.4584073464102067615373566167204971158028306006248941790250554076921835937137910013719651746578829320178519134867176933529061553904494177682746405918715188825497158972980614788944
# floatmode mpfloat
# mpfloat_digits 180
-941184136.30315432361069353988609974919304578271375941947596654288257624766023697878403179440866828296730898787607070515794638816942674580376340795547875383903109507562203947174072	-4078385827.9585107478271196642555726882097289251625949671232526486023110000196339042839107831946958975133741606765624630217598214241096290481183892762779953053393370897229222533449
37683701922.1679744530034579337059429583119126232116164384687488545795743295005908504942100132262787656301206176780043623090456740085995374117339418997572673393028753601058782194121	9046392643.53858313088287199342970219419230511973580418728083757469601725964379210517886309985102625190580382808236961260099800574301236362492993201057250674399129572074633121380839
-102779677841.945766346945336658454381327609705630433444147182857928698456058804709004306440288067243486100200244809318308740541727927354395139835606285024868724138647938049815592942	141233378028.377699284533835854251070079030329067617326751270968290041126705501994333751143387584850124446284251376383254855070306485140036259331362918456745632539418973501265372086
-297598745339.658381892888733075314907040097205168724360537064979870186347323864609100905394241372192174628955295084310459132492679664445191661613651515828118162289389265882451848936	-417379747911.921887985420046421035924102759918001570482651037962815949267485389043154055626276606065944777653278196666459367053883866044664094955705812680492297574534657303223667199
1030798756887.88859335511465897581064538416566571012565915899705635645551626488795362180229914411302744595131680969849904706664238977615258870243257776110894602623478067707989869969	-400214647310.72068649443307441278682625182600456855171672769702910811296697104607511247322529687961267837360189905582938582948997333738620688525192826314466725031617159960391779719
365973109740.923896427081484191156995725468114453282624929076309200512046002060572193791612153938713766492559243063448588903245144819860849650508609362004724380405522802114615779016	1841051338812.41986600734360940559418537804085323862708841005624187986041651519359356417221969638103493851325697682350573840334368478121771072216038101356856982365366903603326124571
-2609495933226.40534107378255424182560790963214275782045947056547838100304665841788709295125374636716040139118166266768068311429780209477147226923716070411043505440831702278548478845	257733982458.874894316718131989275347336861935892373539405115969829494563120730062429917800170763210909309604583144852060393893656383349066304558023062986785871980992959452848460978
-242650393790.488901213558791057284291299142553525615171472624243036277931295382700996453277196392482771665000142393180859477541024191949567027637973754161377213936557145902152694139	-3103737896922.68878621946978936534634600857255785441799414186593527710363296929623483905919338558340447203453074227526079258330456407279477219517909548319685033498086338994789290476
3190585139211.24343636862428747105571360823342262119356512581556168053694433530669644330513333023764441500196889778138952013960819479116455711457260951878499289088599849547509031886	-435205341210.332665212347004527692474489821461700585774947188351846661765120028718953227715006839385594963459399243030047135829101012209452326322408364338921232229910383320931945071
793290163512.810612165602049464937444044193891169502331034082828187079423831712145062319665612129249283186653771904067994539890433387512151018410249461926404156867726388093125845592	2851968892144.3464446835501602899018359954806283957761286713137834216789284927731319087359125152425325882018286083340481868796535022919296096730028769187335863659048218035705833367
-2175545990824.18127717355099558979555527853779627646165763495960538424698782010306989942647126139365448672123998993678732846973495765878638180551053120138052349729674564240813058031	1146526796184.63263687930662069094927312733170743307908289729722012962116166618261489600873204992295356218298036063181610399248603515787020743762980377787096540014882307788354082055
-1311722871077.03100259475314644289833613415353650651919101629359183038495114723730071012761226015827604017006534240365148204940825269137757800435213537441966421409426619822548912393	-1336255350211.42894131939945427472032616257517184535923215577076902850449854607285259135408157456129770862668164356451647632209438816607128130466704298243000189898734608747614111953
548073433203.58757919471735301002706435979776746812859490903118556344471725262929212317349526349731201363951999250992757769701145896738308846416687293593795622758105588898355257459	-1204145504235.02145465644188003475072180441204842139960924340364507669746860973150439927716832407515560117445187793439453189598107131827771925000079640123476074371294814857277902474
876732703482.074268056688867423136830382241779480123388918971001808710873142435783244862039346979894833984473554052908177442852747918919672716086389641514083656768470436658642768852	-13569277967.6950758360836097116145398893914983058814285359833060123695037537542504527396516127946676489964629522251458304155040148447724204898126332759554789614167381646636187282794
278939663566.059028455822706515094777682170316712547635939463214103282574171191454493793526795703651155042202636146596153404913920245603010031610722432655515623383584595780584393511	474432275686.225269053470459894778199970133690064228841717094511247313431738891850122898838307155593580495039314217522577852732997057263469484290711280167145139003948092679648675647
