#TI eps=1, h=0.2, dt=1e-05, DT=0.001, waves
#TX REXI parameter M
#TY Resolution
N\M	1	2	4	8	16	32	64	128	256	512	1024	2048	4096
8	1.12733174146	1.12480426511	0.0697166061916	0.00545103196946	0.000597604123812	3.31211375223e-05	2.8660571578e-05	1.87997090386e-05	8.44858972261e-06	2.35817622383e-06	3.99451685879e-07	1.96356293353e-07	1.11747332028e-07
16	1.12733174146	1.12480426511	0.0697166061916	0.00545103196946	0.000597604123813	3.31211375218e-05	2.8660571578e-05	1.87997090388e-05	8.44858972254e-06	2.35817622359e-06	3.99451685296e-07	1.963562928e-07	1.11747330145e-07
32	1.12733174146	1.12480426511	0.0697166061916	0.00545103196946	0.000597604123813	3.31211375212e-05	2.86605715785e-05	1.87997090388e-05	8.44858972296e-06	2.35817622436e-06	3.99451685634e-07	1.96356294243e-07	1.11747333583e-07
64	1.12733174146	1.12480426511	0.0697166061916	0.00545103196946	0.000597604123814	3.31211375212e-05	2.86605715792e-05	1.87997090399e-05	8.44858972239e-06	2.35817622497e-06	3.99451685823e-07	1.96356294532e-07	1.11747335265e-07
128	1.12733174146	1.12480426511	0.0697166061916	0.00545103196946	0.000597604123813	3.31211375218e-05	2.86605715781e-05	1.87997090384e-05	8.44858972195e-06	2.35817622474e-06	3.99451686252e-07	1.96356291959e-07	1.11747334022e-07
