#TI res=32x32, eps=1, h=0.2, single TS, waves scenario
#TX REXI parameter M
#TY size of time step
dT\M	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384
1.52587890625e-05	0.289764290859	0.0664276078323	0.000716240918512	8.33319524791e-05	9.13695440735e-06	5.06523892909e-07	4.38100224466e-07	2.87329453586e-07	1.29060477541e-07	3.5924986627e-08	6.09467976343e-09	2.64437303583e-09	1.15290037331e-09	1.04890209461e-09	1.05325337851e-09
3.0517578125e-05	0.289716787386	0.0663898050967	0.000715267483097	0.00016666364954	1.82737983263e-05	1.01315715622e-06	8.76087605938e-07	5.74545145785e-07	2.5800377983e-07	7.17163310356e-08	1.21636472479e-08	4.85921489916e-09	1.34913684964e-09	1.06468068837e-09	1.05252021272e-09
6.103515625e-05	0.28962448496	0.0663214327655	0.000713960747251	0.000333327125248	3.65474930809e-05	2.02642477574e-06	1.75206331744e-06	1.1489779714e-06	5.15893581812e-07	1.43310469295e-07	2.43700137789e-08	9.43733680232e-09	1.90279837951e-09	1.1544335864e-09	1.05122629541e-09
0.0001220703125	0.289450702433	0.0662136949687	0.000713918361017	0.000666654729165	7.30949375826e-05	4.05296262351e-06	3.50401524028e-06	2.29784435848e-06	1.03167478834e-06	2.86504488796e-07	4.88168359778e-08	1.8676653981e-08	3.23968314351e-09	1.50364527293e-09	1.04933058275e-09
0.000244140625	0.289146442852	0.0661146107804	0.000724047356775	0.00133331515703	0.000146190266354	8.10605612214e-06	7.00791953756e-06	4.59557761888e-06	2.06323802226e-06	5.72895409192e-07	9.77274372915e-08	3.71985399789e-08	6.11074954523e-09	2.49738820944e-09	1.04832145216e-09
0.00048828125	0.288710989179	0.0663811800265	0.000782400629949	0.00266667777461	0.000292384441994	1.62123840193e-05	1.40157299644e-05	9.1910453227e-06	4.12636504925e-06	1.14567873142e-06	1.95557060049e-07	7.42643063543e-08	1.19756853824e-08	4.7609651858e-09	1.05741258949e-09
0.0009765625	0.288526543248	0.0687092996744	0.00101263803894	0.00533373714858	0.000584800939426	3.24261663023e-05	2.80313645535e-05	1.83819888073e-05	8.25262053792e-06	2.29124640075e-06	3.91220294768e-07	1.48407124619e-07	2.37721738499e-08	9.45694142643e-09	1.11790516689e-09
0.001953125	0.290787125026	0.0793811328502	0.00168966934386	0.0106705303759	0.00116985914979	6.48627433528e-05	5.60627428591e-05	3.6763939407e-05	1.65051411807e-05	4.58238423074e-06	7.82547341883e-07	2.96699859659e-07	4.74008567143e-08	1.89352062735e-08	1.37231010816e-09
0.00390625	0.303973907181	0.113951341065	0.00339453773372	0.021365556452	0.00234177878226	0.000129808023157	0.000112126366912	7.35283440329e-05	3.30102537566e-05	9.16467183869e-06	1.565195533e-06	5.93295271073e-07	9.46826340037e-08	3.79284865062e-08	2.14589799158e-09
0.0078125	0.344118644847	0.191746175922	0.00823869350531	0.0429285429941	0.00470009159616	0.000260276317769	0.000224260486816	0.000147061115338	6.60209835042e-05	1.83292759334e-05	3.13050215035e-06	1.18647946779e-06	1.89246693249e-07	7.594500258e-08	3.99325430242e-09
0.015625	0.381007708419	0.2830803218	0.0269112232611	0.0874856429211	0.00953405791758	0.000525856083581	0.00044858365982	0.000294158391358	0.00013204651154	3.66587462416e-05	6.26116157316e-06	2.3728162236e-06	3.7834571673e-07	1.52022535714e-07	7.91967266953e-09
0.03125	0.756179961524	0.36102268956	0.0679420712711	0.189956230771	0.0201929228367	0.00109485332901	0.000897667248824	0.000588607107009	0.000264130248785	7.3319910033e-05	1.25227214887e-05	4.74535783225e-06	7.56404584969e-07	3.04324868028e-07	1.60204721252e-08
0.0625	1.51439879759	1.3232789019	0.931017052669	0.584016225735	0.0515154455835	0.00255904960142	0.00179925577003	0.00117954406281	0.000528560144568	0.000146660790497	2.50470051833e-05	9.49014695419e-06	1.51215621549e-06	6.09302927452e-07	3.26474428809e-08
0.125	0.636260734391	0.551469884041	0.522132067239	0.526281333589	0.427557023592	0.0090687766688	0.00362702779174	0.00237791305482	0.00105952863106	0.000293493740823	5.01022427501e-05	1.89800126138e-05	3.02336366461e-06	1.21958358989e-06	6.62492398101e-08
0.25	1.06814434849	1.07027128554	1.12379156043	1.16318512009	0.897087049372	0.18852095604	0.0073371465242	0.00491249151843	0.00213855435496	0.000588375799978	0.000100263488078	3.79646757439e-05	6.04603999962e-06	2.44009854206e-06	1.33398183191e-07
0.5	1.64967061682	1.64441767203	1.67161797748	1.69188117263	1.57481872001	1.64313102832	0.107641435112	0.0113083247668	0.00444060950333	0.00118799904332	0.000200993655097	7.59732956498e-05	1.20932901501e-05	4.88094532235e-06	2.67363283245e-07
1.0	1.35965037752	1.33726130928	1.34719613075	1.35632450821	1.30551969309	1.32442539588	1.33825235512	0.27680998044	0.010488638225	0.00247050628431	0.000405760738241	0.000152303437954	2.42005081567e-05	9.76364363101e-06	5.35063931244e-07
2.0	1.71985957584	1.70193153186	1.69481391403	1.68961335142	1.71848736634	1.70878891702	1.70518664991	1.69358736514	0.0740386919036	0.00587927821435	0.000843196504542	0.000307498321373	4.85151631086e-05	1.95389374572e-05	1.07046216734e-06
4.0	0.775616976053	0.729685338686	0.723844392039	0.721969046876	0.732339384518	0.728929815286	0.727850594394	0.725569697392	0.719407457558	0.0756029353942	0.00199953114779	0.000639285370617	9.7955917775e-05	3.91699630358e-05	2.14222181797e-06
